claim_id,exact_sentence,manuscript_location,claim_type,status,raw_source,source_sha256,protocol_commit,analysis_script,analysis_script_sha256,command,analysis_unit,sample_size,estimate,interval_or_test,assumptions,limitations,prior_work_overlap,allowed_wording,forbidden_wording,machine_verified,human_verified,notes
AUTO-eb4e8a623b465507,Projection scoping confines repeatability to the named recorded fields.,Executable admission map and formal properties,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-ebbf9786ed9ad6b2,"It does not authorize a confidence interval, hypothesis test, or population effect without the additional inferential-design evidence just named.","Descriptive pairing, inferential pairing, and admission",quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, procedural"
AUTO-ec19d9f89a90510a,"The present no-license placeholder therefore does not grant redistribution rights, and this manuscript does not promise a later release or describe the package as public.",Data Availability Statement,rights,VERIFIED_WITH_CAVEAT,paper/final_protocol/supplement/RIGHTS_AND_ACCESS_AUDIT.md;paper/final_protocol/data_availability.md,5c9d4233636e82489ff3a5c084afdad0feb163c163446c2488525606005e41f6;332be69b7770e1e62c14a3b68d69a7ea44a61682aa72ffc529e94c93acbf3d36,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: rights
AUTO-eecc432612e74a2f,"The protocol does not replace simulator validation, prove favorable seed-level covariance, or guarantee external generalization.",Related work and contribution boundary,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-f19f579430f03d6a,Stage 7 compares stable identifiers and random values for shared events after policy branching.,Stages 7--8: alignment and claim map,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, procedural"
AUTO-f1cc237dbac28a8a,Levels 1--7 accumulate scoped evidence.,Stages 7--8: alignment and claim map — figure caption,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative
AUTO-f2bf4b0c684e5373,These quantiles are not confidence intervals.,Timed-search stress test — figure caption,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-f3398953c0ce43a9,Stage 8 executes the frozen admission map shown in Fig.~\ref{fig:admission-flow}.,Stages 7--8: alignment and claim map,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, procedural"
AUTO-f455d36b91d5abe9,Here that operation is interpreted only as empirical reweighting.,Seed-indexed descriptive contrast and reweighting,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-f50865a6aa7f9cba,"These five contexts were a newly frozen, audit-informed target selected for the new protocol and recorded in the experiment-specific commit that precedes the retained artifacts; they were not a rescue subset or a retrospective redefinition of the historical seven-opponent target.",Deterministic preflight,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-f644af1566c118a2,"First, matching recorded seeds does not by itself establish within-arm repeatability or cross-arm event alignment.",Interpretation and permitted claims,novelty,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv;paper/final_protocol/REFERENCE_AUDIT.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576;b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: novelty, comparative, procedural"
AUTO-f8e02d89d195a9ca,"Stage 4 launches byte-identical arms separately and compares their records in increasing strength: outcome, errors, decision count, and the digest plus byte count of the recorded trace projection.",Stages 4--6: trace repetition and source audit,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv;paper/final_protocol/REFERENCE_AUDIT.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576;b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, comparative, procedural"
AUTO-f9fe2faf141c6fcf,"The preflight and factorial used different seed ranges, and factorial candidate rows contain no trace digest; their repeated-control gate compares only the frozen available record.",Limitations,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,"Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative, procedural"
AUTO-fb4b80c9ea05a08f,This paper does not claim either idea as new and cannot validate the restricted engine's unobserved event ontology.,Related work and contribution boundary,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-fbc880b5deb1573a,The exact deployed GPT-5-family snapshot was not exposed.,Artificial-intelligence assistance,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative
AUTO-fc1f89f79e1d91f4,The boundary in Table~\ref{tab:prior-work} is therefore deliberate.,Related work and contribution boundary,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-fc3d661a97261aa5,"Injected profiles make the fixtures reproducible; they are demonstrations of mechanisms, not claims that every external simulator contains them.",Self-contained synthetic conformance suite,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-fd62e0fc043bd266,The full schedule is converted before execution and checked for unintended collisions and overlaps.,"Stages 1--3: identity, boundary seed, and schedule",quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative
AUTO-fdad84b4036fc0e7,"This is needed because an adapter may narrow, reduce, or otherwise convert a value.","Stages 1--3: identity, boundary seed, and schedule",procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-fe0eba84cba94aba,That literature supports auditing time-bounded search but does not identify the cause of a particular observed divergence.,Related work and contribution boundary,novelty,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv;paper/final_protocol/REFERENCE_AUDIT.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576;b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: novelty
AUTO-ff427098bd7a9cb5,"Protocol, schema, and claim-class tampering are rejected.",Executable admission map and formal properties,procedural,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md;paper/final_protocol/METHOD_ASSUMPTION_AUDIT.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e;e300b25a6c693fcb858d13cc465f6e31c5cf92479ab69c5d94c6d93137cc840e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: procedural
AUTO-ffb5124ed0c4c910,"The superscripts denote intervention and control; each $Y$ and $d_i$ is unitless, with $d_i\in\{-1,0,1\}$.",Seed-indexed descriptive contrast and reweighting,quantitative,VERIFIED_WITH_CAVEAT,paper/final_protocol/source_data/statistics_verification.json;paper/final_protocol/source_data/build_report.json,6a8a2bbd083896bfcdb5230b03307bcfcaabe45657a87c91f608b0ef2f89f330;dbf64950a361dd7361a8eccb435fc1e83c3edceb33be6b31a5cab669d0634d32,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The exact sentence and cited evidence-file identities are machine bound; substantive interpretation still requires corresponding-author review.,"Mechanical classification and file identity do not independently establish truth, legal authority, novelty, causality, or external validity.",Prior-work and contribution boundaries remain governed by NOVELTY_AUDIT.md and require human confirmation.,"Only the exact, qualified manuscript sentence recorded in this row.","Any stronger causal, priority, universal, public-availability, or legal conclusion.","YES — exact sentence, deterministic scope classification, and evidence-file identities checked; substantive human verification not performed",NO — corresponding-author sign-off required,Automatically added by the deterministic exhaustive prose-scope pass; matched classes: quantitative
C001,"Common-random-number (CRN) theory makes that gain conditional on the construction and on properties such as system structure and event timing, rather than on the reuse of an integer alone \cite{glasserman1992crn}.",Introduction,prior_work,VERIFIED,paper/final_protocol/REFERENCE_AUDIT.csv,b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The sentence is limited to the cited source's stated conditions.,Does not show failure or success in the case-study engine.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,CRN guarantees and efficiency gains are conditional.,CRN always reduces variance or same seeds are sufficient.,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C002,Streams and substreams are established ways to organize synchronized simulation and independent replications \cite{lecuyer2002streams}.,Introduction,prior_work,VERIFIED,paper/final_protocol/REFERENCE_AUDIT.csv,b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Use is limited to the published stream/substream design.,A stream label does not prove semantic event assignment.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,Streams and substreams are prior art.,This protocol invented independent streams.,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C003,This work integrates those components into an executable protocol for validating the pairing assumptions behind statistical comparisons in black-box stochastic agent evaluation and maps the evidence obtained to the paired claim that may be admitted.,Introduction,contribution,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,"The fatal novelty test and source-by-source matrix support this integration boundary; the sentence is descriptive, not a priority claim.",The release is not legally public until rights and licensing are confirmed.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,We integrate established components in an executable black-box protocol.,first; novel; unprecedented; groundbreaking,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C003A,"Prior work supplies conditional CRN theory, structured random streams, trace preservation, deterministic testing, and event-keyed randomness.",Introduction,contribution,VERIFIED,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The audited sources are described only within their verified component contributions.,This sentence deliberately assigns the components to prior work and makes no priority claim.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,Established components are prior art; the contribution is their audited integration.,first; invented trace testing; invented event-keyed randomness,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
